Color by,Project Name,State Name,Type Name,Company,Country Name,DOE Support,If State,Location,Other,Plant,Project Date,Project ID,Project Link,Project Name,Status Detail Name,Status Name,Technology Name,Unit Base Name 1,Avg. Icon Size,Latitude,Longitude,Distinct count of Project ID,Major Injection Amount
Active,Boundary Dam Integrated CCS Project,Saskatchewan,Capture & Storage,SaskPower,Canada,Other Support,", Saskatchewan",Estevan,The captured CO2 is sold and transported by pipeline to nearby oil fields in southern Saskatchewan where it will be used for enhanced oil recovery. CO2 not used for enhanced oil recovery will be stored in the Aquistore Project.,Boundary Dam Power Station,1/1/2014,23,https://www.saskpower.com/our-power-future/infrastructure-projects/carbon-capture-and-storage/boundary-dam-carbon-capture-project,Boundary Dam Integrated CCS Project,Plant in Operation,Active,Amines,Tonnes per Day,1,49.096174,-103.030653,1,"2,740"
Active,Aquistore Project,Saskatchewan,Capture & Storage,Petroleum Technology Research Centre (PTRC),Canada,DOE Supported,", Saskatchewan",Estevan,"Aquistore is an independent research and monitoring project that intends to demonstrate storing liquid CO2 deep underground; in partnership with the Boundary Dam CCS project. Project stored 107,000 cumulative metric tons of CO2 as of February 15, 2017.",SaskPower's Boundary Dam Power Station,1/1/2009,328,http://www.zeroco2.no/projects/aquistore-ccrl-refinery-in-regina,Aquistore Project,Injection Ongoing,Active,Amines,Tonnes per Day,1,49.095559,-103.07764,1,"1,000"
Active,Alberta Carbon Trunk Line,Alberta,Capture & Storage,Enhance Energy,Canada,Other Support,", Alberta",south-central,The Alberta Carbon Trunk Line (ACTL) is capable of gathering CO2 from several sources and transporting the CO2 to existing mature oil fields for EOR. The total pipeline distance is about 150 miles.,North West Upgrading Inc. and Agrium Inc,1/1/2012,20,https://canada.constructconnect.com/dcn/news/Resource/2016/11/Worlds-biggest-CO2-pipeline-set-to-begin-final-phase-1020064W,Alberta Carbon Trunk Line,Developing Infrastructure,Active,,Tonnes per Day,1,53.788356,-112.961851,1,"40,004"
Active,UKy-CAER Heat-integrated Transformative CO2 Capture Process for Pulverized Coal Power Plants,Kentucky,Capture,University of Kentucky Research Foundation,United States,DOE Supported,", Kentucky",Bedford,Selected for Phase I (Feasibility); Two projects to be downselected for Phase III (Construction/Operation),Trimble County Generating Station LG&E and KU,4/1/2018,375,https://www.netl.doe.gov/research/coal/project-information/proj?k=FE0031583,UKy-CAER Heat-integrated Transformative CO2 Capture Process for Pulverized Coal Power Plants,Engineering design,Active,UKy-CAER Heat-integrated Transformative CO2 Capture Process,,1,38.586201,-85.412379,1,
Active,Sumitomo Chemicals Capture Project,Chiba Prefecture,Capture,Sumitomo Chemicals,Japan,Other Support,", Chiba Prefecture",Ichihara,CO2 scrubbing system installed for treatment of flue gases generated from on-site boilers and coal/oil boilers.  Approx 150 tonnes/day of CO2 captured.,Sumitomo Plant,1/1/1994,66,http://www.zeroco2.no/projects/sumitomo-chemicals-plant-chiba-japan,Sumitomo Chemicals Capture Project,Plant in Operation,Active,Fluor Econamine,Tonnes per Day,1,35.475659,140.028774,1,150
Active,Sigma Power Ariake Mikawa,Fukuoka Prefecture,Capture,Toshiba Corporation,Japan,Other Support,", Fukuoka Prefecture",Omuta City,The Mikawa pilot plant is designed to capture 10 tons of CO2 a day from flue gas of the boiler of the coal-fired thermal power plant.,Mikawa Power Station,8/1/2009,226,http://www.toshiba.co.jp/about/press/2008_12/pr0301.htm,Sigma Power Ariake Mikawa,Plant in Operation,Active,Amines,Tonnes per Day,1,33.020082,130.421904,1,10
Active,Shute Creek Plant,Wyoming,Capture,ExxonMobil,United States,Other Support,", Wyoming",west of Labarge,"CO2 capture and storage has been utilized at the facility since 1987, mostly used for EOR.",Shute Creek Treating Facility,12/1/2009,256,http://www.globalccsinstitute.com/project/shute-creek-gas-processing-facility,Shute Creek Plant,Capture Ongoing,Active,ExxonMobil Controlled Freeze Zone (CFZ),Tonnes per Day,1,42.261909,-110.194623,1,"1,096"
Active,Scottish and Southern Energy - West Yorkshire,West Yorkshire,Capture,Scottish and Southern Energy,England,Other Support,", West Yorkshire",Ferrybridge,"In capturing 100 tonnes of carbon dioxide daily, the plant bridges the gap between small pilot trials that are underway and the commercial-scale demonstration projects.  CO2 is to be stored in North Sea",Ferrybridge Power Station,11/30/2011,306,http://uk.reuters.com/article/2011/11/30/uk-carbon-capture-pilot-idUKTRE7AT1CI20111130,Scottish and Southern Energy - West Yorkshire,Plant in Operation,Active,Amines,Tonnes per Day,1,53.717405,-1.279432,1,100
Active,Scale-Up and Testing of Advanced Polaris Membrane CO2 Capture Technology,Hordaland,Capture,"Membrane Technology and Research, Inc (MTR)",Norway,DOE Supported,", Hordaland",Bergen,"Test transformational solvent-based CO2 capture technologies at engineering scales using existing infrastructure, or membrane-based approaches that can be built and tested at a relevant scale that can be easily replicated for larger systems.",CO2 Technology Centre Mongstad (TCM),,377,https://www.energy.gov/articles/energy-department-invests-44m-advanced-carbon-capture-technologies-projects,Scale-Up and Testing of Advanced Polaris Membrane CO2 Capture Technology,Engineering design,Active,MTR Polaris Membrane System,,1,60.803324,5.027942,1,
Active,RWE nPower - Aberthaw Capture Project in UK,The Vale of Glamorgan,Capture,RWE nPower,United Kingdom,Other Support,", The Vale of Glamorgan",South Wales,"RWE npower, is building a combined SO2 and CO2 capture pilot plant at the UK Aberthaw coal-fired power plant. It will be a 3 MW plant that will capture up to 50 tonnes of CO2 per day.",Aberthaw Power Station,1/1/2011,92,http://www.rwe.com/web/cms/en/1776080/rwe-generation-se/fuels/location-overview/uk/aberthaw-power-station/,RWE nPower - Aberthaw Capture Project in UK,Capture Ongoing,Active,Cansolv Technologies' Capture Technology,Tonnes per Day,1,51.387226,-3.406614,1,50
Active,Quest Carbon Capture and Storage Project,Alberta,Capture,Shell,Canada,Other Support,", Alberta",Fort Saskatchewan,The Quest Carbon Capture and Storage Project will reduce CO2 emissions from Shells oil sands operations by more than one million tonnes a year by capturing CO2 from its Scotford upgrader and permanently storing it deep underground.,Scotford Upgrader,9/5/2012,331,http://www.shell.ca/en/aboutshell/our-business-tpkg/upstream/oil-sands/quest.html,Quest Carbon Capture and Storage Project,Capture Ongoing,Active,Amines,Tonnes per Day,1,53.799307,-113.093229,1,"3,014"
Active,Puertollano Plant,Castile-La Mancha,Capture,ELCOGAS S.A.,Spain,Other Support,", Castile-La Mancha",Puertollano,"Aim of project is to validate at industrial scale, H2 co-production and CO2 capture (from coal and petcoke) integrated with electricity production in and existing commercial IGCC. Goal is to capture 100t per day of CO2 and produce 200t of H2 per day.",IGCC,,283,http://www.elcogas.es/en/igcc-technology/desing-technology/co2-capture,Puertollano Plant,Capture Complete,Active,Pressurized Entrained Flow (Prenflo),Tonnes per Day,1,38.655582,-3.986858,1,100
Active,Prairie State Energy Campus,Illinois,Capture,Prairie State Energy Campus,United States,Other Support,", Illinois",Washington County,Plant will have 15% less CO2 than typical US coal plant. Pending decision on capture technology. The plant will use 'supercritical' boilers to combust coal.,Prairie State Energy Campus,8/1/2012,142,http://www.ncsl.org/documents/energy/dequattro_ppt.pdf,Prairie State Energy Campus,Plant in Operation,Active,,% Reduction,1,38.27881,-89.667328,1,15
Active,Post-Combustion Capture Project in Beijing,,Capture,CSIRO - Australian Commonwealth Scientific and Industrial Research Organization,China,Other Support,,Beijing,This is a post-combustion capture process at a Huaneng Beijing Co-generation power plant fitted with liquid CO2 capture technology.  The pilot plant plans to capture about 3000 tonnes of CO2 per year and use it in the food industry.,Huaneng Beijing Co-Generation Power Plant,7/17/2008,44,https://hub.globalccsinstitute.com/publications/strategic-analysis-global-status-ccs-country-study-china/451-post-combustion-capture,Post-Combustion Capture Project in Beijing,Plant in Operation,Active,Solvents,Tonnes per Day,1,39.886528,116.5325,1,8
Active,Phulpur Urea Plant CO2 Recovery project,Uttar Pradesh,Capture,Indian Farmers Fertiliser Cooperative Limited,India,Other Support,", Uttar Pradesh",Phulpur,MHI has provided technology to Indian Farmers Fertiliser Cooperative Limited (IFFCO) for two 450 mtpd CO2 recovery units for its two urea production plants completed at the end of last year.,CO2 Recovery (CDR) IFFCO Aonla Unit,1/1/2006,243,http://www.zeroco2.no/projects/phulpur-urea-plant-india.-indian-farmers-fertiliser-co-operative-ltd,Phulpur Urea Plant CO2 Recovery project,Plant in Operation,Active,Amines,Tonnes per Day,1,28.276608,79.168361,1,"1,941"
Active,Petronas Gas Processing Capture Project,Kedah,Capture,Petronas Fertilizer,Malaysia,Other Support,", Kedah",Gurun,"Petronas fertilizer plant produces ammonia and urea for fertilizer manufacture. The plant produces 3400 Nm3/h CO2 with 99.9% purity (160t/d or approx. 60,000 tons/year).",Petronas fertilizer plant,10/1/1999,67,http://globalenergyobservatory.org/geoid/40209,Petronas Gas Processing Capture Project,Plant in Operation,Active,Amines,Tonnes per Day,1,5.83516,100.49881,1,160
Active,NRG Powerton Station,Illinois,Capture,NRG Energy Inc.,United States,Other Support,", Illinois",Pekin,EPRI and five electric utilites in the US and Canada will host studies of CCS retrofit impacts on existing power plants.,Powerton Station,1/1/2009,111,https://www.epri.com/,NRG Powerton Station,Plant in Operation,Active,Amines,,1,40.540775,-89.679655,1,
Active,Nanko Natural Gas Pilot Plant,Osaka Prefecture,Capture,Kansai Electric Company,Japan,Other Support,", Osaka Prefecture",Osaka,The plant has been used to develop and test solvent CO2 capture techniques. The CO2 is captured from a natural gas fired boiler.,Nanko Power Plant,1/1/1991,64,http://www.mhi.co.jp/technology/review/pdf/e551/e551032.pdf,Nanko Natural Gas Pilot Plant,Plant in Operation,Active,Solvents,Tonnes per Day,1,34.616977692,135.405746460,1,2
Active,Membrane-Sorbent Hybrid System for Post-combustion Carbon Capture,Hordaland,Capture,"TDA Research, Inc.",Norway,DOE Supported,", Hordaland",Bergen,"1MWe - Test transformational solvent-based CO2 capture technologies at engineering scales using existing infrastructure, or membrane-based approaches thatcan be built and tested at a relevant scale that can be easily replicated for larger systems.",CO2 Technology Centre Mongstad (TCM),,378,https://www.energy.gov/articles/energy-department-invests-44m-advanced-carbon-capture-technologies-projects,Membrane-Sorbent Hybrid System for Post-combustion Carbon Capture,Engineering design,Active,MTR-TDA membrane-sorbent hybrid system,,1,60.803324,5.027942,1,
Active,Luzhou Natural Gas Chemicals,Sichuan Province,Capture,Fluor,China,Other Support,", Sichuan Province",Luzhou City,"CO2 recovered from the exhaust of NH3 reformer unit by a scrubber based on Fluor's Econamine FG Process is used in urea production. The Luzhou plant produces 400,000 t/y synthetic ammonia and 520,000 t/y urea.",Luzhou Fertilizer Plant,,261,http://www.zeroco2.no/projects/luzhou-natural-gas-chemicals,Luzhou Natural Gas Chemicals,Plant in Operation,Active,Fluor Corporations advanced Econamine FG Plussm Technology,Tonnes per Day,1,28.87176,105.442141,1,160
Active,Large Pilot Testing of Linde/BASF Advanced Post-Combustion CO2 Capture Technology at a Coal-Fired Power Plant,Illinois,Capture,University of Illinois at Urbana-Champaign,United States,DOE Supported,Illinois,,Design an amine-based carbon dioxide (CO2) capture pilot-scale (10 MWe) system at an existing coal-fired power plant.,TBD,4/4/2018,373,https://www.netl.doe.gov/research/coal/project-information/proj?k=FE0031581,Large Pilot Testing of Linde/BASF Advanced Post-Combustion CO2 Capture Technology at a Coal-Fired Power Plant,Engineering design,Active,Linde-BASF Solvent System,,1,40.104766,-88.241923,1,
Active,Kurosaki Chemical Plant Capture Project,Fukuoka Prefecture,Capture,Mitsubishi Heavy Industries,Japan,Other Support,", Fukuoka Prefecture",Kitakyushu,Capture from a chemical plant in Kurosaki. Able to capture 283 tonnes CO2/day and maxmium of 330 tonnes CO2/day.,Kurosaki Chemical Plant,10/1/2005,61,http://globalenergyobservatory.org/geoid/40203,Kurosaki Chemical Plant Capture Project,Capture Ongoing,Active,Amines,Tonnes per Day,1,33.872884,130.752913,1,330
Active,ION Engineering Commercial Carbon Capture Design & Costing (C3DC),Nebraska,Capture,ION Engineering LLC,United States,DOE Supported,", Nebraska",Sutherland,"300 MW slip stream project, will address market requests to provide their CO2 for Enhanced Oil Recovery (EOR) opportunities.","Gerald Gentleman Station Unit 2, Nebraska Public Power District",,380,https://www.energy.gov/articles/energy-department-invests-44m-advanced-carbon-capture-technologies-projects,ION Engineering Commercial Carbon Capture Design & Costing (C3DC),Engineering design,Active,IONs solvent CO2 capture technology,,1,41.082047,-101.14317,1,
Active,Intermountain Power Agency,Utah,Capture,EPRI - Electric Power Research Institute,United States,Other Support,", Utah",Delta,"EPRI along with other corporations and companies, is conducting a study on impacts and ability of retrofitting advanced amine-based CO2 capture technology with current plants.",Intermountain Generation Station,1/1/2009,120,https://www.epri.com/,Intermountain Power Agency,Plant in Operation,Active,,,1,39.509213,-112.580616,1,
Active,"Initial Engineering, Testing, and Design of a Commercial-Scale, Post-combustion CO2 Capture System on an Existing Coal-Fired Generating Unit",North Dakota,Capture,University of North Dakota,United States,DOE Supported,", North Dakota",Center,"Complete an initial design of a commercial-scale, post-combustion CO2 capture system for application at an existing coal-fueled generating unit.",Minnkota Power Cooperatives Milton R. Young Station Unit 2,,382,https://www.energy.gov/articles/energy-department-invests-44m-advanced-carbon-capture-technologies-projects,"Initial Engineering, Testing, and Design of a Commercial-Scale, Post-combustion CO2 Capture System on an Existing Coal-Fired Generating Unit",Engineering design,Active,Mitsubishi Heavy Industries (MHIs) KM CDR Process using the KS-1 solvent,,1,47.065786,-101.212171,1,
Active,Initial Engineering Design of a Post-Combustion CO2 Capture System for Duke Energys East Bend Station Using Membrane-Based Technology,Kentucky,Capture,EPRI - Electric Power Research Institute,United States,DOE Supported,", Kentucky",Rabbit Hash,"Complete an initial design of a commercial-scale, post-combustion CO2 capture system for application at an existing coal-fueled generating unit.","East Bend Generating Station, Duke Energy",,381,https://www.netl.doe.gov/research/coal/project-information/proj?k=FE0031589,Initial Engineering Design of a Post-Combustion CO2 Capture System for Duke Energys East Bend Station Using Membrane-Based Technology,Engineering design,Active,MTR Polaris Membrane System,,1,38.905411,-84.851392,1,
Active,HRL IDGCC Project,Victoria,Capture,HRL Developments,Australia,Other Support,", Victoria",Traralgon,The IDGCC plant will use brown coal as its feedstock which has a high moisture content. The plant will incorporate a pressurized drying process to remove the mositure. HRL will build a 100 MW intermediate scale plant before full scale utilization.,HRL IDGCC Plant,1/1/2010,11,http://www.zeroco2.no/projects/mulgrave,HRL IDGCC Project,Developing Infrastructure,Active,,% Reduction,1,-38.255862,146.592067,1,40
Active,Gulf Petrochemical Industries Company (GPIC) Capture Project,Muharraq Island,Capture,Gulf Petrochemicals Industries Company (GPIC),Bahrain,Other Support,", Muharraq Island",Busaiteen,Captured CO2 from a fertilizer plant will be used as feedstock for urea and methanol synthesis processes. The technology can recover approximately 90% of the CO2 in flue gas and up to 450 metric tons of CO2 per day.,Petrochemical Plant,10/25/2007,315,http://www.gpic.com/responcibility/CDRmoved/,Gulf Petrochemical Industries Company (GPIC) Capture Project,Capture Ongoing,Active,Mitsubishi HI Gasification (KS-1),Tonnes per Day,1,26.143917,50.639774,1,450
Active,Great River Energy,North Dakota,Capture,EPRI - Electric Power Research Institute,United States,Other Support,", North Dakota",Underwood,"EPRI along with other corporations and companies, is conducting a study on impacts and ability of retrofitting advanced amine-based CO2 capture technology with current plants.",Coal Creek Station,1/1/2009,118,https://www.netl.doe.gov/File%20Library/Research/Coal/major%20demonstrations/ccpi/lignite/Great-River-Energy--Coal-Creek-Station-Rnd-1-Projet-Presenta.pdf,Great River Energy,Plant in Operation,Active,Amines,% Reduction,1,47.376941681,-101.157226563,1,80
Active,GPC Quimica Methanol Production Plant,Rio de Janeiro Province,Capture,QPC Quimica,Brazil,Other Support,", Rio de Janeiro Province",North of Rio de Janeiro,"In 1997, AGA entered an agreement whereby it would build a flue-gas CO2 recovery unit and ultimately deliver quantities of food grade CO2 for soft drinks manufacturers in the area",GPC Quimica Methanol Production Plant,1/1/1997,242,http://www.zeroco2.no/projects/metanol-plant-prosint,GPC Quimica Methanol Production Plant,Plant in Operation,Active,Amines,Tonnes per Day,1,-22.465016,-43.804919,1,164
Active,Fertil-2 Capture project,Abu Dhabi,Capture,Ruwais Fertilizer Industries,United Arab Emirates,Other Support,", Abu Dhabi",Ruwais,Fertilizer plant recovers CO2 from flue gases at up to 400 metric tons per day based on amine capture technologies from Mitsubishi Heavy Industries.  Reduces CO2 emissions by 20% and increased urea production by 30%. Began operation in 2009.,Ruwais Fertil Fertilizer Plant,1/1/2007,260,http://www.zeroco2.no/projects/co2-recovery-plant-to-urea-production-in-abu-dhabi,Fertil-2 Capture project,Plant in Operation,Active,Amines,,1,24.136783,52.738073,1,
Active,EW Brown Generating Station,Kentucky,Capture,University of Kentucky,United States,DOE Supported,", Kentucky",Harrodsburg,Pilot capture plant that is testing two solvents (MEA and H3-1) on a 0.7 megawatt equivalent. Ultimate goal is to construct a 550 Mwe commercial scale capture plant.,EW Brown Generating Station,1/1/2014,343,http://www.netl.doe.gov/research/coal/carbon-capture/post-combustion/solvent-university-kentucky,EW Brown Generating Station,Developing Infrastructure,Active,Solvents,,1,37.788156,-84.713791,1,
Active,Engineering Scale Testing of Transformational Non-Aqueous Solvent-Based CO2 Capture Process at Technology Centre Mongstad,Hordaland,Capture,Research Triangle Institute,Norway,DOE Supported,", Hordaland",Bergen,"Test transformational solvent-based CO2 capture technologies at engineering scales using existing infrastructure, or membrane-based approaches that can be built and tested at a relevant scale that can be easily replicated for larger systems.",CO2 Technology Centre Mongstad (TCM),,376,http://www.captureready.com/EN/Channels/News/showDetail.asp?objID=4954,Engineering Scale Testing of Transformational Non-Aqueous Solvent-Based CO2 Capture Process at Technology Centre Mongstad,Engineering design,Active,RTI Internationals transformational non-aqueous solvent (NAS)-based CO2 capture technology,,1,60.803324,5.027942,1,
Active,Engineering Scale Demonstration of Mixed-Salt Process for CO2 Capture,Hordaland,Capture,SRI International,Norway,DOE Supported,", Hordaland",Bergen,"10 MW - Test transformational solvent-based CO2 capture technologies at engineering scales using existing infrastructure, or membrane-based approaches that can be built and tested at a relevant scale that can be easily replicated for larger systems.",CO2 Technology Centre Mongstad (TCM),,379,https://www.energy.gov/articles/energy-department-invests-44m-advanced-carbon-capture-technologies-projects,Engineering Scale Demonstration of Mixed-Salt Process for CO2 Capture,Engineering design,Active,SRI Internationals Mixed-Salt Process,,1,60.803324,5.027942,1,
Active,E.ON Staudinger - Grosskrotzenburg Germany,Hesse,Capture,E.ON,Germany,Other Support,", Hesse",Grosskrotzenburg,A post-combustion capture process developed by Siemens will be used to remove over 90% of the CO2 from the flue gases of one of the units at the E.ON plant.,Staudinger Power Plant,9/1/2009,227,https://www.siemens.com/press/en/presspicture/?press=/en/presspicture/2010/energy_service/ese201002035-04.htm,E.ON Staudinger - Grosskrotzenburg Germany,Plant in Operation,Active,Solvents,% Reduction,1,50.08917,8.95,1,90
Active,CSIRO Transportable Capture Unit Loy Yang (Victoria),Victoria,Capture,CSIRO - Australian Commonwealth Scientific and Industrial Research Organization,Australia,Other Support,", Victoria",Traralgon,"Australia's CSIRO has a mobile post-combustion capture technology at Loy Yang Power Stationand is capturing 1,000 tonnes/year of CO2. They are also investigating a range of solvent capture technologies.",Loy Yang Power Plant,7/1/2008,6,http://www.zeroco2.no/projects/loy-yang-pcc-project,CSIRO Transportable Capture Unit Loy Yang (Victoria),Plant in Operation,Active,Solvents,Tonnes per Day,1,-38.235054016,146.571746826,1,3
Active,CATO2 CO2 Catcher,South Holland province,Capture,E.ON Benelux,Netherlands,Other Support,", South Holland province",Rotterdam,"CATO-2 research is in five subprogrammes:  CO2 capture, transport and CCS chain integration, subsurface storage of CO2 and monitoring storage, regulation and safety, and public perception. Expands on post combustion capture research at this plant.",E.ON Coal Fired Power Plant,4/3/2008,72,https://www.co2-cato.org/publications/library1/cato-co2-catcher-factsheet,CATO2 CO2 Catcher,Plant in Operation,Active,Amines,Tonnes per Day,1,51.957395,4.027916,1,6
Active,Bellingham Cogeneration Facility,Massachusetts,Capture,Northeast Energy Associates LP,United States,Other Support,", Massachusetts",Bellingham,"The plant is a gas-fired 320 MWe combined cycle unit in Bellingham, Massachusetts. It is a base load and provides electricity to Boston Edison Company, Commonwealth Electric, and Montaup Electric. 320-350 tons/day is captured and sold for food processing.",Bellingham Cogeneration Facility,9/1/1991,219,http://www.fluor.com/projects/pages/ProjectInfoPage.aspx?PrjID=70,Bellingham Cogeneration Facility,Capture Ongoing,Active,Fluor Econamine,Tonnes per Day,1,42.09222,-71.48306,1,350
Active,AES Warrior Run,Maryland,Capture,AES Corporation,United States,Other Support,", Maryland",Cumberland,This plant captures around 96% of its CO2 emissions and then sells this captured CO2 to companies to use in fire extinguishers and dry ice.,Warrior Run Power Plant,2/1/2000,220,http://energywv.org/assets/files/Energy-Summit-Presentations/2014/08_Peter_Bajc.pdf,AES Warrior Run,Plant in Operation,Active,Ethanol-amino solvent,% Reduction,1,39.596175,-78.745581,1,96
