Project Name,Type Name,Status Detail Name,Status Name,Project Date,Company,Country Name,Location,Other,Plant,Project Link,,Technology Name,Unit Base Name 1,Latitude,Longitude,Major Injection Amount
Quest Carbon Capture and Storage Project,Capture,Capture Ongoing,Active,9/5/2012,Shell,Canada,Fort Saskatchewan,The Quest Carbon Capture and Storage Project will reduce CO2 emissions from Shells oil sands operations by more than one million tonnes a year by capturing CO2 from its Scotford upgrader and permanently storing it deep underground.,Scotford Upgrader,http://www.shell.ca/en/aboutshell/our-business-tpkg/upstream/oil-sands/quest.html,,Amines,Tonnes per Day,53.799307,-113.093229,"3,014"
Puertollano Plant,Capture,Capture Complete,Active,,ELCOGAS S.A.,Spain,Puertollano,"Aim of project is to validate at industrial scale, H2 co-production and CO2 capture (from coal and petcoke) integrated with electricity production in and existing commercial IGCC. Goal is to capture 100t per day of CO2 and produce 200t of H2 per day.",IGCC,http://www.elcogas.es/en/igcc-technology/desing-technology/co2-capture,,Pressurized Entrained Flow (Prenflo),Tonnes per Day,38.655582,-3.986858,100
Prairie State Energy Campus,Capture,Plant in Operation,Active,8/1/2012,Prairie State Energy Campus,United States,Washington County,Plant will have 15% less CO2 than typical US coal plant. Pending decision on capture technology. The plant will use 'supercritical' boilers to combust coal.,Prairie State Energy Campus,http://www.ncsl.org/documents/energy/dequattro_ppt.pdf,,,% Reduction,38.27881,-89.667328,15
Post-Combustion Capture Project in Beijing,Capture,Plant in Operation,Active,7/17/2008,CSIRO - Australian Commonwealth Scientific and Industrial Research Organization,China,Beijing,This is a post-combustion capture process at a Huaneng Beijing Co-generation power plant fitted with liquid CO2 capture technology.  The pilot plant plans to capture about 3000 tonnes of CO2 per year and use it in the food industry.,Huaneng Beijing Co-Generation Power Plant,https://hub.globalccsinstitute.com/publications/strategic-analysis-global-status-ccs-country-study-china/451-post-combustion-capture,,Solvents,Tonnes per Day,39.886528,116.5325,8
Phulpur Urea Plant CO2 Recovery project,Capture,Plant in Operation,Active,1/1/2006,Indian Farmers Fertiliser Cooperative Limited,India,Phulpur,MHI has provided technology to Indian Farmers Fertiliser Cooperative Limited (IFFCO) for two 450 mtpd CO2 recovery units for its two urea production plants completed at the end of last year.,CO2 Recovery (CDR) IFFCO Aonla Unit,http://www.zeroco2.no/projects/phulpur-urea-plant-india.-indian-farmers-fertiliser-co-operative-ltd,,Amines,Tonnes per Day,28.276608,79.168361,"1,941"
Petronas Gas Processing Capture Project,Capture,Plant in Operation,Active,10/1/1999,Petronas Fertilizer,Malaysia,Gurun,"Petronas fertilizer plant produces ammonia and urea for fertilizer manufacture. The plant produces 3400 Nm3/h CO2 with 99.9% purity (160t/d or approx. 60,000 tons/year).",Petronas fertilizer plant,http://globalenergyobservatory.org/geoid/40209,,Amines,Tonnes per Day,5.83516,100.49881,160
NRG Powerton Station,Capture,Plant in Operation,Active,1/1/2009,NRG Energy Inc.,United States,Pekin,EPRI and five electric utilites in the US and Canada will host studies of CCS retrofit impacts on existing power plants.,Powerton Station,https://www.epri.com/,,Amines,,40.540775,-89.679655,
Nanko Natural Gas Pilot Plant,Capture,Plant in Operation,Active,1/1/1991,Kansai Electric Company,Japan,Osaka,The plant has been used to develop and test solvent CO2 capture techniques. The CO2 is captured from a natural gas fired boiler.,Nanko Power Plant,http://www.mhi.co.jp/technology/review/pdf/e551/e551032.pdf,,Solvents,Tonnes per Day,34.61697769,135.4057465,2
Membrane-Sorbent Hybrid System for Post-combustion Carbon Capture,Capture,Engineering design,Active,,"TDA Research, Inc.",Norway,Bergen,"1MWe - Test transformational solvent-based CO2 capture technologies at engineering scales using existing infrastructure, or membrane-based approaches thatcan be built and tested at a relevant scale that can be easily replicated for larger systems.",CO2 Technology Centre Mongstad (TCM),https://www.energy.gov/articles/energy-department-invests-44m-advanced-carbon-capture-technologies-projects,,MTR-TDA membrane-sorbent hybrid system,,60.803324,5.027942,
Luzhou Natural Gas Chemicals,Capture,Plant in Operation,Active,,Fluor,China,Luzhou City,"CO2 recovered from the exhaust of NH3 reformer unit by a scrubber based on Fluor's Econamine FG Process is used in urea production. The Luzhou plant produces 400,000 t/y synthetic ammonia and 520,000 t/y urea.",Luzhou Fertilizer Plant,http://www.zeroco2.no/projects/luzhou-natural-gas-chemicals,,Fluor Corporations advanced Econamine FG Plussm Technology,Tonnes per Day,28.87176,105.442141,160
Large Pilot Testing of Linde/BASF Advanced Post-Combustion CO2 Capture Technology at a Coal-Fired Power Plant,Capture,Engineering design,Active,4/4/2018,University of Illinois at Urbana-Champaign,United States,,Design an amine-based carbon dioxide (CO2) capture pilot-scale (10 MWe) system at an existing coal-fired power plant.,TBD,https://www.netl.doe.gov/research/coal/project-information/proj?k=FE0031581,,Linde-BASF Solvent System,,40.104766,-88.241923,
Kurosaki Chemical Plant Capture Project,Capture,Capture Ongoing,Active,10/1/2005,Mitsubishi Heavy Industries,Japan,Kitakyushu,Capture from a chemical plant in Kurosaki. Able to capture 283 tonnes CO2/day and maxmium of 330 tonnes CO2/day.,Kurosaki Chemical Plant,http://globalenergyobservatory.org/geoid/40203,,Amines,Tonnes per Day,33.872884,130.752913,330
ION Engineering Commercial Carbon Capture Design & Costing (C3DC),Capture,Engineering design,Active,,ION Engineering LLC,United States,Sutherland,"300 MW slip stream project, will address market requests to provide their CO2 for Enhanced Oil Recovery (EOR) opportunities.","Gerald Gentleman Station Unit 2, Nebraska Public Power District",https://www.energy.gov/articles/energy-department-invests-44m-advanced-carbon-capture-technologies-projects,,IONs solvent CO2 capture technology,,41.082047,-101.14317,
Intermountain Power Agency,Capture,Plant in Operation,Active,1/1/2009,EPRI - Electric Power Research Institute,United States,Delta,"EPRI along with other corporations and companies, is conducting a study on impacts and ability of retrofitting advanced amine-based CO2 capture technology with current plants.",Intermountain Generation Station,https://www.epri.com/,,,,39.509213,-112.580616,
"Initial Engineering, Testing, and Design of a Commercial-Scale, Post-combustion CO2 Capture System on an Existing Coal-Fired Generating Unit",Capture,Engineering design,Active,,University of North Dakota,United States,Center,"Complete an initial design of a commercial-scale, post-combustion CO2 capture system for application at an existing coal-fueled generating unit.",Minnkota Power Cooperatives Milton R. Young Station Unit 2,https://www.energy.gov/articles/energy-department-invests-44m-advanced-carbon-capture-technologies-projects,,Mitsubishi Heavy Industries (MHIs) KM CDR Process using the KS-1 solvent,,47.065786,-101.212171,
Initial Engineering Design of a Post-Combustion CO2 Capture System for Duke Energys East Bend Station Using Membrane-Based Technology,Capture,Engineering design,Active,,EPRI - Electric Power Research Institute,United States,Rabbit Hash,"Complete an initial design of a commercial-scale, post-combustion CO2 capture system for application at an existing coal-fueled generating unit.","East Bend Generating Station, Duke Energy",https://www.netl.doe.gov/research/coal/project-information/proj?k=FE0031589,,MTR Polaris Membrane System,,38.905411,-84.851392,
HRL IDGCC Project,Capture,Developing Infrastructure,Active,1/1/2010,HRL Developments,Australia,Traralgon,The IDGCC plant will use brown coal as its feedstock which has a high moisture content. The plant will incorporate a pressurized drying process to remove the mositure. HRL will build a 100 MW intermediate scale plant before full scale utilization.,HRL IDGCC Plant,http://www.zeroco2.no/projects/mulgrave,,,% Reduction,-38.255862,146.592067,40
Gulf Petrochemical Industries Company (GPIC) Capture Project,Capture,Capture Ongoing,Active,10/25/2007,Gulf Petrochemicals Industries Company (GPIC),Bahrain,Busaiteen,Captured CO2 from a fertilizer plant will be used as feedstock for urea and methanol synthesis processes. The technology can recover approximately 90% of the CO2 in flue gas and up to 450 metric tons of CO2 per day.,Petrochemical Plant,http://www.gpic.com/responcibility/CDRmoved/,,Mitsubishi HI Gasification (KS-1),Tonnes per Day,26.143917,50.639774,450
Great River Energy,Capture,Plant in Operation,Active,1/1/2009,EPRI - Electric Power Research Institute,United States,Underwood,"EPRI along with other corporations and companies, is conducting a study on impacts and ability of retrofitting advanced amine-based CO2 capture technology with current plants.",Coal Creek Station,https://www.netl.doe.gov/File%20Library/Research/Coal/major%20demonstrations/ccpi/lignite/Great-River-Energy--Coal-Creek-Station-Rnd-1-Projet-Presenta.pdf,,Amines,% Reduction,47.37694168,-101.1572266,80
GPC Quimica Methanol Production Plant,Capture,Plant in Operation,Active,1/1/1997,QPC Quimica,Brazil,North of Rio de Janeiro,"In 1997, AGA entered an agreement whereby it would build a flue-gas CO2 recovery unit and ultimately deliver quantities of food grade CO2 for soft drinks manufacturers in the area",GPC Quimica Methanol Production Plant,http://www.zeroco2.no/projects/metanol-plant-prosint,,Amines,Tonnes per Day,-22.465016,-43.804919,164
Fertil-2 Capture project,Capture,Plant in Operation,Active,1/1/2007,Ruwais Fertilizer Industries,United Arab Emirates,Ruwais,Fertilizer plant recovers CO2 from flue gases at up to 400 metric tons per day based on amine capture technologies from Mitsubishi Heavy Industries.  Reduces CO2 emissions by 20% and increased urea production by 30%. Began operation in 2009.,Ruwais Fertil Fertilizer Plant,http://www.zeroco2.no/projects/co2-recovery-plant-to-urea-production-in-abu-dhabi,,Amines,,24.136783,52.738073,
EW Brown Generating Station,Capture,Developing Infrastructure,Active,1/1/2014,University of Kentucky,United States,Harrodsburg,Pilot capture plant that is testing two solvents (MEA and H3-1) on a 0.7 megawatt equivalent. Ultimate goal is to construct a 550 Mwe commercial scale capture plant.,EW Brown Generating Station,http://www.netl.doe.gov/research/coal/carbon-capture/post-combustion/solvent-university-kentucky,,Solvents,,37.788156,-84.713791,
Engineering Scale Testing of Transformational Non-Aqueous Solvent-Based CO2 Capture Process at Technology Centre Mongstad,Capture,Engineering design,Active,,Research Triangle Institute,Norway,Bergen,"Test transformational solvent-based CO2 capture technologies at engineering scales using existing infrastructure, or membrane-based approaches that can be built and tested at a relevant scale that can be easily replicated for larger systems.",CO2 Technology Centre Mongstad (TCM),http://www.captureready.com/EN/Channels/News/showDetail.asp?objID=4954,,RTI Internationals transformational non-aqueous solvent (NAS)-based CO2 capture technology,,60.803324,5.027942,
Engineering Scale Demonstration of Mixed-Salt Process for CO2 Capture,Capture,Engineering design,Active,,SRI International,Norway,Bergen,"10 MW - Test transformational solvent-based CO2 capture technologies at engineering scales using existing infrastructure, or membrane-based approaches that can be built and tested at a relevant scale that can be easily replicated for larger systems.",CO2 Technology Centre Mongstad (TCM),https://www.energy.gov/articles/energy-department-invests-44m-advanced-carbon-capture-technologies-projects,,SRI Internationals Mixed-Salt Process,,60.803324,5.027942,
E.ON Staudinger - Grosskrotzenburg Germany,Capture,Plant in Operation,Active,9/1/2009,E.ON,Germany,Grosskrotzenburg,A post-combustion capture process developed by Siemens will be used to remove over 90% of the CO2 from the flue gases of one of the units at the E.ON plant.,Staudinger Power Plant,https://www.siemens.com/press/en/presspicture/?press=/en/presspicture/2010/energy_service/ese201002035-04.htm,,Solvents,% Reduction,50.08917,8.95,90
CSIRO Transportable Capture Unit Loy Yang (Victoria),Capture,Plant in Operation,Active,7/1/2008,CSIRO - Australian Commonwealth Scientific and Industrial Research Organization,Australia,Traralgon,"Australia's CSIRO has a mobile post-combustion capture technology at Loy Yang Power Stationand is capturing 1,000 tonnes/year of CO2. They are also investigating a range of solvent capture technologies.",Loy Yang Power Plant,http://www.zeroco2.no/projects/loy-yang-pcc-project,,Solvents,Tonnes per Day,-38.23505402,146.5717468,3
CATO2 CO2 Catcher,Capture,Plant in Operation,Active,4/3/2008,E.ON Benelux,Netherlands,Rotterdam,"CATO-2 research is in five subprogrammes:  CO2 capture, transport and CCS chain integration, subsurface storage of CO2 and monitoring storage, regulation and safety, and public perception. Expands on post combustion capture research at this plant.",E.ON Coal Fired Power Plant,https://www.co2-cato.org/publications/library1/cato-co2-catcher-factsheet,,Amines,Tonnes per Day,51.957395,4.027916,6
Bellingham Cogeneration Facility,Capture,Capture Ongoing,Active,9/1/1991,Northeast Energy Associates LP,United States,Bellingham,"The plant is a gas-fired 320 MWe combined cycle unit in Bellingham, Massachusetts. It is a base load and provides electricity to Boston Edison Company, Commonwealth Electric, and Montaup Electric. 320-350 tons/day is captured and sold for food processing.",Bellingham Cogeneration Facility,http://www.fluor.com/projects/pages/ProjectInfoPage.aspx?PrjID=70,,Fluor Econamine,Tonnes per Day,42.09222,-71.48306,350
AES Warrior Run,Capture,Plant in Operation,Active,2/1/2000,AES Corporation,United States,Cumberland,This plant captures around 96% of its CO2 emissions and then sells this captured CO2 to companies to use in fire extinguishers and dry ice.,Warrior Run Power Plant,http://energywv.org/assets/files/Energy-Summit-Presentations/2014/08_Peter_Bajc.pdf,,Ethanol-amino solvent,% Reduction,39.596175,-78.745581,96
